index,gender,Annual_income,income_type,Education,family_type,house_type,DAYS_BIRTH,working_day,FLAG_MOBIL,work_phone,phone,email,occyp_type,begin_month,car_reality,credit
12820,F,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21835,-659,1,0,1,0,,-39.0,1,2.0
12821,F,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21041,0,1,0,0,0,,-42.0,1,1.0
12822,F,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23768,0,1,0,0,0,,-40.0,2,2.0
12823,M,184500.0,Working,Secondary / secondary special,Married,Municipal apartment,-18013,-1215,1,0,0,0,Laborers,-39.0,1,2.0
12824,F,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23431,0,1,0,0,0,,-14.0,1,1.0
12825,M,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-10482,-2654,1,0,0,0,,-17.0,2,2.0
12826,F,180000.0,Pensioner,Higher education,Separated,House / apartment,-23789,0,1,0,0,0,,-33.0,1,0.0
12827,M,540000.0,Working,Secondary / secondary special,Married,House / apartment,-20074,-6348,1,0,1,0,,-26.0,2,2.0
12828,F,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11978,-370,1,0,0,0,,-18.0,0,2.0
12829,F,130500.0,State servant,Secondary / secondary special,Married,House / apartment,-12676,-3455,1,0,0,0,Core staff,-23.0,1,2.0
12830,F,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,-21088,-8855,1,0,0,0,Laborers,-6.0,1,2.0
12831,F,157500.0,Working,Higher education,Married,House / apartment,-11814,-1535,1,0,0,0,Core staff,-28.0,2,2.0
12832,F,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16499,-2391,1,0,0,0,Laborers,-11.0,2,2.0
12833,M,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18731,-4397,1,0,0,0,Laborers,-7.0,2,2.0
12834,F,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21833,0,1,0,0,0,,-12.0,1,2.0
12835,F,139500.0,State servant,Higher education,Married,House / apartment,-17801,-8479,1,0,0,0,Managers,-27.0,1,1.0
12836,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16082,-4117,1,0,0,0,Managers,-60.0,1,2.0
12837,M,67500.0,Working,Secondary / secondary special,Married,House / apartment,-15052,-2512,1,0,1,0,Laborers,-28.0,1,2.0
12838,F,351000.0,Commercial associate,Higher education,Married,House / apartment,-21574,-1081,1,0,1,0,,-16.0,0,0.0
12839,F,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,-42.0,1,2.0
12840,F,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23173,0,1,0,1,0,,-51.0,1,2.0
12841,F,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21374,0,1,0,0,0,,-1.0,1,0.0
12842,F,126000.0,Working,Secondary / secondary special,Married,House / apartment,-21800,-2544,1,1,1,0,Laborers,-10.0,1,2.0
12843,F,292500.0,Working,Higher education,Single / not married,House / apartment,-12284,-854,1,0,0,0,Managers,-12.0,2,0.0
12844,M,157500.0,Working,Secondary / secondary special,Married,Office apartment,-11318,-3330,1,0,0,0,Managers,-18.0,1,2.0
12845,F,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14476,-4987,1,0,0,0,High skill tech staff,-12.0,0,2.0
12846,F,202500.0,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,-9.0,0,2.0
12847,M,99000.0,Working,Higher education,Married,Co-op apartment,-10033,-558,1,0,0,0,Managers,-11.0,1,1.0
12848,F,157500.0,Working,Higher education,Married,House / apartment,-12289,-1812,1,0,1,0,Core staff,-51.0,1,1.0
12849,F,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15563,-309,1,0,0,0,Cooking staff,-46.0,0,2.0
12850,F,405000.0,Working,Higher education,Married,House / apartment,-17465,-7627,1,0,0,0,,-33.0,1,0.0
12851,F,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-17956,-9363,1,0,0,0,Core staff,-6.0,1,2.0
12852,F,360000.0,Working,Higher education,Widow,House / apartment,-16480,-4023,1,0,0,1,Managers,-52.0,1,2.0
12853,M,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23660,0,1,0,0,0,,-50.0,1,2.0
12854,M,234000.0,State servant,Secondary / secondary special,Married,House / apartment,-10293,-3243,1,0,1,0,Laborers,-16.0,1,2.0
12855,M,495000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-14358,-5373,1,0,0,0,Cooking staff,-7.0,2,2.0
12856,M,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12912,-3403,1,0,0,1,Drivers,-50.0,2,2.0
12857,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10796,-2531,1,1,0,0,Laborers,-27.0,2,2.0
12858,M,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12483,-4039,1,0,0,0,Managers,-34.0,1,2.0
12859,F,90000.0,State servant,Higher education,Married,House / apartment,-12849,-543,1,1,1,0,Core staff,-17.0,1,2.0
12860,F,180000.0,Working,Higher education,Married,House / apartment,-12520,-824,1,1,1,0,Managers,-36.0,2,1.0
12861,M,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18752,-11906,1,0,1,0,Laborers,-41.0,2,2.0
12862,M,360000.0,Working,Lower secondary,Married,House / apartment,-12615,-1048,1,0,0,1,Laborers,-39.0,0,2.0
12863,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18875,-2675,1,0,0,0,Cooking staff,-58.0,1,0.0
12864,M,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21601,-1600,1,0,1,0,Managers,-39.0,2,1.0
12865,M,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10712,-217,1,0,0,0,Laborers,-55.0,2,2.0
12866,M,225000.0,Commercial associate,Higher education,Married,House / apartment,-14869,-229,1,0,0,1,,-24.0,2,2.0
12867,F,135000.0,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,-19.0,1,0.0
12868,M,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23094,0,1,0,1,0,,-34.0,1,2.0
12869,F,270000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-16999,-1140,1,1,1,0,Sales staff,-11.0,0,1.0
12870,F,166500.0,Working,Incomplete higher,Married,House / apartment,-10794,-4029,1,0,0,1,Laborers,-8.0,1,2.0
12871,F,288000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-16181,-117,1,0,1,1,Private service staff,-17.0,1,2.0
12872,F,85500.0,Working,Secondary / secondary special,Married,House / apartment,-16525,-859,1,1,0,0,Waiters/barmen staff,-9.0,1,2.0
12873,F,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-12676,-1350,1,0,0,0,Waiters/barmen staff,-27.0,1,1.0
12874,F,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8568,-1068,1,0,0,0,Sales staff,-15.0,2,2.0
12875,F,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17567,-3917,1,0,0,0,,-58.0,1,1.0
12876,F,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13039,-3375,1,0,0,0,Laborers,-15.0,1,1.0
12877,F,180000.0,Working,Higher education,Married,Co-op apartment,-10826,-949,1,0,0,0,Sales staff,-60.0,2,2.0
12878,F,157500.0,Working,Higher education,Married,House / apartment,-9697,-257,1,0,0,0,Sales staff,-44.0,1,0.0
12879,F,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19939,-6298,1,1,0,0,Managers,-16.0,1,2.0
12880,M,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10475,-2757,1,1,1,1,Drivers,-26.0,2,2.0
12881,M,135000.0,Working,Lower secondary,Married,Co-op apartment,-13241,-436,1,1,1,0,Laborers,-33.0,1,2.0
12882,F,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13123,-5240,1,0,0,0,,-41.0,0,2.0
12883,M,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,-38.0,1,2.0
12884,M,382500.0,Working,Higher education,Married,House / apartment,-16269,-2728,1,0,0,0,Managers,-11.0,2,1.0
12885,F,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,-21845,0,1,0,0,0,,-10.0,1,2.0
12886,M,202500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21064,0,1,0,0,0,,-1.0,2,1.0
12887,F,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21027,0,1,0,0,0,,-54.0,1,2.0
12888,F,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13633,-1692,1,0,1,0,Core staff,-45.0,1,2.0
12889,M,110250.0,Working,Higher education,Single / not married,House / apartment,-14129,-5758,1,0,0,0,,-17.0,2,2.0
12890,F,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19089,0,1,0,0,0,,-46.0,1,2.0
12891,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15923,-961,1,0,0,0,Waiters/barmen staff,-21.0,1,2.0
12892,M,216000.0,Commercial associate,Higher education,Married,House / apartment,-19150,-7415,1,0,0,1,Managers,-20.0,1,2.0
12893,F,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,-50.0,1,2.0
12894,M,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12154,-1547,1,0,0,0,Core staff,-35.0,2,2.0
12895,F,157500.0,Working,Higher education,Married,House / apartment,-9876,-1571,1,0,0,0,Core staff,-9.0,1,2.0
12896,F,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12640,-399,1,0,0,0,Accountants,-15.0,0,2.0
12897,M,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,-23.0,1,2.0
12898,M,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13805,-1557,1,0,0,0,Laborers,-2.0,2,0.0
12899,F,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-18540,-1534,1,0,0,0,Sales staff,-17.0,1,1.0
12900,F,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20723,0,1,0,1,0,,-16.0,0,0.0
12901,M,207000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13297,-762,1,0,0,0,Sales staff,-30.0,1,2.0
12902,M,247500.0,Working,Secondary / secondary special,Married,House / apartment,-14122,-3383,1,0,0,0,Managers,-18.0,2,2.0
12903,F,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8442,-410,1,0,0,0,Core staff,-2.0,1,1.0
12904,F,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23758,0,1,0,0,1,,-46.0,1,2.0
12905,F,315000.0,Working,Secondary / secondary special,Married,House / apartment,-15506,-6099,1,0,0,0,Laborers,-60.0,2,2.0
12906,M,225000.0,Working,Incomplete higher,Married,House / apartment,-11616,-3344,1,1,1,0,Laborers,-44.0,1,0.0
12907,F,117000.0,Working,Secondary / secondary special,Married,House / apartment,-9975,-408,1,0,0,0,,-10.0,1,2.0
12908,F,306000.0,Commercial associate,Higher education,Married,House / apartment,-14897,-3435,1,1,1,1,,-45.0,1,2.0
12909,F,270000.0,Working,Secondary / secondary special,Married,With parents,-13258,-2300,1,0,0,0,Managers,-30.0,1,2.0
12910,F,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21454,0,1,0,0,0,,-10.0,2,2.0
12911,M,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22970,0,1,0,0,0,,-57.0,0,2.0
12912,F,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,1,0,1,0,Sales staff,-12.0,0,2.0
12913,F,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-15358,-779,1,0,0,0,Cooking staff,-13.0,1,2.0
12914,F,351000.0,Commercial associate,Higher education,Married,House / apartment,-21574,-1081,1,0,1,0,,-4.0,0,2.0
12915,M,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,1,1,0,0,Sales staff,-24.0,1,1.0
12916,F,180000.0,Working,Higher education,Civil marriage,House / apartment,-13767,-1882,1,0,0,0,Sales staff,-35.0,1,1.0
12917,F,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19276,0,1,0,0,0,,-22.0,1,0.0
12918,F,157500.0,Pensioner,Higher education,Separated,House / apartment,-22640,0,1,0,0,0,,-15.0,1,2.0
12919,F,112500.0,Commercial associate,Higher education,Married,House / apartment,-16018,-2532,1,1,1,0,Managers,-19.0,0,0.0
12920,F,315000.0,Commercial associate,Higher education,Married,House / apartment,-19495,-1678,1,0,1,0,Accountants,-47.0,1,0.0
12921,M,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17585,-235,1,0,0,0,Drivers,-38.0,2,2.0
12922,F,99000.0,Working,Secondary / secondary special,Married,House / apartment,-22181,-14413,1,1,0,0,,-32.0,1,1.0
12923,F,112500.0,Working,Higher education,Married,House / apartment,-9985,-1738,1,0,0,0,Sales staff,-25.0,1,1.0
12924,F,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9383,-689,1,0,0,0,High skill tech staff,-2.0,1,1.0
12925,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10321,-2808,1,0,0,0,,-27.0,1,0.0
12926,F,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10668,-401,1,1,1,0,Sales staff,-13.0,1,1.0
12927,F,180000.0,Commercial associate,Higher education,Separated,House / apartment,-17289,-5550,1,0,0,1,Managers,-25.0,1,1.0
12928,F,135000.0,Working,Higher education,Civil marriage,House / apartment,-19841,-4428,1,1,1,0,Managers,-60.0,2,2.0
12929,F,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22385,0,1,0,1,0,,-3.0,0,1.0
12930,F,225000.0,Working,Secondary / secondary special,Married,House / apartment,-8488,-1835,1,0,1,0,,-36.0,1,2.0
12931,F,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20536,0,1,0,0,0,,-43.0,1,1.0
12932,F,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-20404,-1736,1,0,1,0,,-28.0,1,2.0
12933,F,270000.0,State servant,Higher education,Single / not married,House / apartment,-10425,-2745,1,0,0,0,Core staff,-31.0,1,0.0
12934,F,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,1,0,0,0,Core staff,-44.0,2,2.0
12935,F,315000.0,Commercial associate,Higher education,Married,With parents,-12621,-1327,1,0,0,0,Managers,-20.0,2,2.0
12936,F,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13926,-3062,1,0,0,0,Laborers,-4.0,2,2.0
12937,F,166500.0,State servant,Secondary / secondary special,Married,House / apartment,-16416,-4692,1,0,1,0,Managers,-32.0,0,0.0
12938,F,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14756,-567,1,0,0,0,,-9.0,1,2.0
12939,M,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9815,-1341,1,0,0,0,Laborers,-28.0,2,1.0
12940,F,234000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12226,-1382,1,1,1,0,Sales staff,-5.0,2,2.0
12941,M,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19120,-3661,1,0,0,0,Drivers,-48.0,1,0.0
12942,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,1,1,1,0,Laborers,-18.0,1,0.0
12943,M,85500.0,Working,Secondary / secondary special,Married,House / apartment,-14274,-3079,1,0,0,0,,-35.0,2,2.0
12944,F,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15179,-991,1,0,0,0,Laborers,-38.0,1,2.0
12945,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18043,-3262,1,1,1,0,Cooking staff,-4.0,1,0.0
12946,M,405000.0,Commercial associate,Higher education,Married,House / apartment,-11842,-2016,1,0,0,0,Managers,-55.0,1,2.0
12947,F,157500.0,Working,Secondary / secondary special,Widow,House / apartment,-18571,-4602,1,1,0,0,,-7.0,0,2.0
12948,M,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-10940,-2483,1,1,0,0,Laborers,-49.0,0,2.0
12949,F,76500.0,Working,Secondary / secondary special,Widow,House / apartment,-19709,-3271,1,0,0,0,Sales staff,-6.0,0,1.0
12950,M,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15988,-1994,1,0,1,0,High skill tech staff,-25.0,2,2.0
12951,M,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,-4.0,2,1.0
12952,F,206100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20296,0,1,0,1,0,,-1.0,2,1.0
12953,F,157500.0,State servant,Secondary / secondary special,Separated,House / apartment,-13994,-4185,1,1,1,0,Security staff,-9.0,2,2.0
12954,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9811,-2814,1,1,0,0,Laborers,-51.0,1,2.0
12955,F,270000.0,Working,Higher education,Single / not married,House / apartment,-10390,-796,1,0,0,0,Sales staff,-31.0,1,1.0
12956,F,225000.0,Working,Higher education,Married,House / apartment,-11549,-1086,1,0,0,0,Drivers,-7.0,1,2.0
12957,M,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12443,-1169,1,0,1,0,Drivers,-11.0,1,1.0
12958,F,238500.0,Working,Higher education,Married,House / apartment,-15203,-7095,1,0,0,0,Medicine staff,-12.0,2,2.0
12959,F,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-13882,-3505,1,1,0,0,Sales staff,-9.0,1,2.0
12960,F,202500.0,State servant,Higher education,Single / not married,House / apartment,-22101,-15038,1,0,1,0,,-39.0,2,0.0
12961,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,-45.0,1,2.0
12962,M,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-10511,-305,1,0,0,0,IT staff,-35.0,1,1.0
12963,F,315000.0,Commercial associate,Higher education,Married,House / apartment,-19653,-5953,1,0,0,0,,-11.0,1,1.0
12964,M,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18692,0,1,0,1,0,,-17.0,1,2.0
12965,F,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13441,-290,1,0,0,0,Laborers,-37.0,2,0.0
